Age,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Recency,Frequency,Monetary,Tenure,Gender_Male,City_Houston,City_Los Angeles,City_Miami,City_New York,City_San Francisco,Membership Type_Gold,Membership Type_Silver,Satisfaction Score
-0.9397611893307474,0.7542296986324698,0.3303809790170095,0.9967574198007735,0.9942692937888751,-0.12002210673930643,-0.12002210673930643,0.3303809790170095,0.7542296986324698,-0.02012489633985693,0,0,0,0,1,0,1,0,3
0.08671995909078384,-0.18631854691020827,-0.394236126221978,0.1321722201729838,-1.0057637364916368,-0.6402602775879727,-0.6402602775879727,-0.394236126221978,-0.18631854691020827,-0.834481166836403,1,0,1,0,0,0,0,1,2
1.93438602624954,-0.9331919329424054,-0.877314196381303,-1.0782470593059212,0.9942692937888751,1.1434134510360259,1.1434134510360259,-0.877314196381303,-0.9331919329424054,0.9571026282559985,0,0,0,0,0,0,0,0,1
-0.7344649596464412,1.7512606766128003,1.538076154415322,1.1696744597263324,-1.0057637364916368,-1.0861787097439723,-1.0861787097439723,1.538076154415322,1.7512606766128003,-0.6716099127370938,1,0,0,0,0,1,1,0,3
-1.35035364869936,-0.3527211066897637,0.08884194393734703,-0.04074481975257353,0.9942692937888751,2.1095700540406916,2.1095700540406916,0.08884194393734703,-0.3527211066897637,2.341508288100127,1,0,0,1,0,0,0,1,1
0.7026086481437026,-1.1268667924528863,-1.1188532314609656,-1.596998179082595,-1.0057637364916368,-0.34298132281730626,-0.34298132281730626,-1.1188532314609656,-1.1268667924528863,-0.7530455397867485,0,1,0,0,0,0,0,0,2
-0.5291687299621349,0.8384000450101481,0.571920014096672,0.8238403798752162,0.9942692937888751,0.10293710933869339,0.10293710933869339,0.571920014096672,0.8384000450101481,0.3056176118587615,0,0,0,0,1,0,1,0,3
0.29201618877509006,-0.12983581447255563,-0.15269709114231547,0.30508926009854265,-1.0057637364916368,-0.9375392323586391,-0.9375392323586391,-0.15269709114231547,-0.12983581447255563,-1.0787880479853669,1,0,1,0,0,0,0,1,2
1.5237935668809275,-0.9761077345494455,-0.6357751613016405,-0.7324129794548051,0.9942692937888751,0.9947739736506926,0.9947739736506926,-0.6357751613016405,-0.9761077345494455,0.8756670012063439,0,0,0,0,0,0,0,0,1
-1.1450574190150538,1.861457380094103,2.021154224574647,1.3425914996518897,-1.0057637364916368,-1.3091379258219722,-1.3091379258219722,2.021154224574647,1.861457380094103,-0.7530455397867485,1,0,0,0,0,1,1,0,3
-0.32387250027782866,-0.43606082464924156,-0.394236126221978,-0.38657889960368974,0.9942692937888751,0.5488555414946931,0.5488555414946931,-0.394236126221978,-0.43606082464924156,0.46848886595807077,1,0,0,1,0,0,0,1,1
0.49731241845939633,-1.0446345790510094,-1.360392266540628,-1.4240811391570367,-1.0057637364916368,-0.4916208002026395,-0.4916208002026395,-1.360392266540628,-1.0446345790510094,-0.9973524209357123,0,1,0,0,0,0,0,0,2
-0.7344649596464412,0.9773918669890779,0.8134590491763345,0.4780063000241,0.9942692937888751,-0.41730106150997287,-0.41730106150997287,0.8134590491763345,0.9773918669890779,-0.18299615043916617,0,0,0,0,1,0,1,0,3
-0.11857627059352242,-0.07487590080160425,0.08884194393734703,0.6509233399496589,-1.0057637364916368,-0.8632194936659725,-0.8632194936659725,0.08884194393734703,-0.07487590080160425,-0.9159167938860577,1,0,1,0,0,0,0,1,3
1.7290897965652339,-0.8787857715502547,-0.877314196381303,-0.9053300193803633,0.9942692937888751,0.8461344962653595,0.8461344962653595,-0.877314196381303,-0.8787857715502547,0.63136012005738,0,0,0,0,0,0,0,0,1
